temperature,humidity,light_intensity,fan_cooling_pwm,fan_circulation_pwm,water_pump_pwm,grow_light_pwm
15.0,64.23108324294556,100.0,50,100,50,50
15.0,63.68838606305085,100.0,50,100,50,50
15.0,63.7247913413281,100.0,50,100,50,50
15.0,63.83961415820114,100.0,50,100,50,50
15.0,63.46949143474898,100.0,50,100,50,50
15.0,64.1913602786119,100.0,50,100,50,50
15.0,65.03689185393193,100.0,50,100,50,50
15.0,64.88899701356469,100.0,50,100,50,50
15.0,65.05258499248136,100.0,50,100,50,50
15.0,64.91358403545891,100.0,50,100,50,50
15.0,65.22644805093242,100.0,50,100,50,50
15.0,65.73368122643217,100.0,50,100,50,50
15.0,65.40469146031559,100.0,50,100,50,50
15.0,65.37267411306031,100.0,50,100,50,50
15.0,65.64765005268278,100.0,50,100,50,50
26.774865908915782,77.23825300000804,47.385655848178274,50,100,0,0
24.148840858464517,74.2261398997374,46.13193712151145,100,0,0,0
19.516875980559234,74.50728267799758,46.62624024717832,50,50,50,100
17.0939825350766,76.70533957880806,56.19020332870848,50,50,50,100
15.0,78.56007422719391,68.35621586917085,50,50,100,0
15.0,84.66586992524799,66.57848085397376,50,50,100,0
15.0,90.0,67.17802385693356,50,50,100,0
15.0,90.0,66.39961836599937,50,50,100,0
15.0,90.0,66.61568959487778,50,50,100,0
15.0,90.0,67.08044297133802,50,50,100,0
15.0,90.0,68.06367294043714,50,50,100,0
15.0,90.0,67.69080649821123,50,50,100,0
15.0,90.0,66.56077667746419,50,50,100,0
15.0,90.0,66.87444564334349,50,50,100,0
15.0,90.0,65.8646944952944,50,50,100,0
15.0,90.0,63.68339298797662,50,50,100,0
15.0,90.0,62.04366826961639,50,50,100,0
15.0,90.0,62.770657389924146,50,50,100,0
15.0,90.0,63.987087784048974,50,50,100,0
15.0,90.0,63.41545885280203,50,50,100,0
15.0,90.0,63.67149214778642,50,50,100,0
15.0,90.0,61.2794411622574,50,50,100,0
15.0,90.0,59.597113009090734,50,100,0,0
15.0,86.2047030846293,61.81254111010067,50,50,100,0
15.0,90.0,62.92628746948388,50,50,100,0
15.0,90.0,62.40484967395681,50,50,100,0
15.0,90.0,62.82655914515117,50,50,100,0
15.0,90.0,63.52088615544601,50,50,100,0
15.0,90.0,65.99256690165018,50,50,100,0
15.0,90.0,65.40064351935325,50,50,100,0
15.0,90.0,66.11798584535148,50,50,100,0
15.0,90.0,67.06180533858554,50,50,100,0
15.0,90.0,67.51405635934019,50,50,100,0
15.0,90.0,67.82517259188644,50,50,100,0
15.0,90.0,69.25448700668325,50,50,100,0
15.0,90.0,69.64836104680761,50,50,100,0
15.0,90.0,70.17829669199176,50,50,100,0
15.0,90.0,70.62233515594501,50,50,100,0
15.0,90.0,70.68514483602196,50,50,100,0
15.0,90.0,70.82822650354504,50,50,100,0
15.0,90.0,69.32859974993913,50,50,100,0
15.0,90.0,68.29265788327042,50,50,100,0
15.0,90.0,68.01553687226776,50,50,100,0
15.0,90.0,67.06678852167717,50,50,100,0
15.0,90.0,67.99503103631885,50,50,100,0
15.0,90.0,67.5649829955049,50,50,100,0
15.0,90.0,69.5648092834955,50,50,100,0
15.0,90.0,67.54458726647046,50,50,100,0
15.0,90.0,67.33715474860637,50,50,100,0
15.0,90.0,68.12090515920771,50,50,100,0
15.0,90.0,67.82403083110401,50,50,100,0
15.0,90.0,68.93828088443802,50,50,100,0
15.0,90.0,67.00914468554575,50,50,100,0
15.0,90.0,67.52405619749489,50,50,100,0
15.0,90.0,66.59731115785345,50,50,100,0
15.0,90.0,66.08258717698038,50,50,100,0
15.0,90.0,64.13271317000435,50,50,100,0
15.0,90.0,65.52104921032463,50,50,100,0
15.0,90.0,64.48548258179005,50,50,100,0
15.0,90.0,62.16929043524197,50,50,100,0
15.0,90.0,60.764359823641385,50,50,100,0
15.0,90.0,60.50637557491817,50,50,100,0
15.0,90.0,59.021213552630044,50,100,0,0
15.0,86.54672607748304,59.22109746823286,50,100,0,0
15.0,83.31249006393018,60.26064983105141,50,50,100,0
15.0,89.23810993960608,60.86371472591338,50,50,100,0
15.0,90.0,62.26799249760961,50,50,100,0
15.0,90.0,62.11212431684413,50,50,100,0
15.0,90.0,61.944491278866785,50,50,100,0
15.0,90.0,61.295888390649914,50,50,100,0
15.0,90.0,60.05250546144375,50,50,100,0
15.0,90.0,59.15595922704117,50,100,0,0
15.0,85.85238772692566,59.42006951132099,50,100,0,0
15.0,81.6396170673698,59.45533772434383,50,100,0,0
15.0,77.86206691501187,59.40999890019369,50,50,50,100
15.0,79.79331463088124,67.1458848269681,50,50,100,0
15.0,85.96651238422511,67.6313948448421,50,50,100,0
15.0,90.0,67.83100160605471,50,50,100,0
15.0,90.0,68.2925303227792,50,50,100,0
15.0,90.0,69.65240539752162,50,50,100,0
15.0,90.0,71.84623531929218,50,50,100,0
15.0,90.0,73.0234617850775,50,50,100,0
15.0,90.0,74.35444858948112,50,50,100,0
15.0,90.0,74.98744943230356,50,50,100,0
15.0,90.0,75.05469804730122,50,50,100,0
15.0,90.0,74.22135905320636,50,50,100,0
15.0,90.0,73.10998911901282,50,50,100,0
15.0,90.0,72.48153166023533,50,50,100,0
15.0,90.0,73.78905365643897,50,50,100,0
15.0,90.0,71.6087786662664,50,50,100,0
15.0,90.0,70.16046939049802,50,50,100,0
15.0,90.0,70.15623637630904,50,50,100,0
15.0,90.0,72.09652104832834,50,50,100,0
15.0,90.0,71.98080787827115,50,50,100,0
15.0,90.0,72.65074152728387,50,50,100,0
15.0,90.0,72.75112637406102,50,50,100,0
15.0,90.0,72.51532186334855,50,50,100,0
15.0,90.0,72.95995287453191,50,50,100,0
15.0,90.0,74.26690072111063,50,50,100,0
15.0,90.0,73.08807340316787,50,50,100,0
24.952757553728958,50.494666077099964,55.84052695385862,50,50,100,100
22.456053517826525,56.03176378310718,65.486538239526,100,50,100,50
17.314277065279484,61.63715303464103,70.66445570720282,0,50,0,0
17.575620129025207,59.15989097376474,71.35896620414711,0,50,0,0
17.364877776970157,56.53233756374449,69.97992344805552,0,50,0,0
17.207031924988353,54.1998089812509,68.71129417299913,0,50,0,0
17.353424132828472,52.591248281163246,69.35555819662788,50,100,100,50
15.0,55.953369948369385,73.07265036917597,0,50,0,0
15.0,53.52409770485609,72.43422976879003,50,100,100,50
15.0,57.72830823476394,77.29855005947365,0,50,0,0
15.0,55.778319102779776,77.23882506194195,0,50,0,0
15.073927709421188,53.588882840681805,78.03286409532225,50,100,100,50
15.0,57.449598668752635,82.78802505562167,50,100,50,50
15.0,58.15390462148772,87.4322552755474,50,100,50,50
15.0,58.04997248884962,91.2765024210247,50,100,50,50
15.0,57.658348922492486,96.18656086700551,50,100,50,50
15.0,56.91097380424356,100.0,50,100,50,50
15.0,57.1011898922146,100.0,50,100,50,50
15.0,56.66221501233881,100.0,50,100,50,50
15.0,56.27689446082777,100.0,50,100,50,50
15.0,56.00736274471264,100.0,50,100,50,50
15.0,55.95671805840067,100.0,50,100,50,50
15.0,55.90595471327365,100.0,50,100,50,50
15.0,55.94277927455599,100.0,50,100,50,50
15.0,55.03125113462274,100.0,50,100,50,50
15.0,54.99936325422673,100.0,50,100,50,50
15.0,55.05519828045548,100.0,50,100,50,50
15.0,55.29880706016774,100.0,50,100,50,50
15.0,55.43743705082575,100.0,50,100,50,50
15.0,55.570303725781095,100.0,50,100,50,50
15.0,56.18947096632459,100.0,50,100,50,50
15.0,56.492009022247544,100.0,50,100,50,50
15.0,56.71278677700591,100.0,50,100,50,50
15.0,56.37426267977339,100.0,50,100,50,50
15.0,55.75035391015827,100.0,50,100,50,50
15.0,56.44556308905566,100.0,50,100,50,50
15.0,55.7243843982414,100.0,50,100,50,50
15.0,55.70250946894904,100.0,50,100,50,50
15.0,55.870518031459135,100.0,50,100,50,50
15.0,55.47210348096049,100.0,50,100,50,50
15.0,54.821869186766925,100.0,50,100,50,50
15.0,55.30525472409071,100.0,50,100,50,50
15.0,54.87986362939159,100.0,50,100,50,50
15.0,54.23383454806808,100.0,50,100,50,50
15.0,54.45308738693849,100.0,50,100,50,50
15.0,54.47549499309264,100.0,50,100,50,50
15.0,54.60117127250257,100.0,50,100,50,50
15.0,54.6828007143173,100.0,50,100,50,50
15.0,54.232356258733965,100.0,50,100,50,50
15.0,53.874112811515886,100.0,100,100,0,100
15.0,49.501968620119314,100.0,100,100,0,100
15.0,46.25676703516221,100.0,100,100,0,100
15.0,42.03049445983585,100.0,100,100,0,100
15.0,37.47012262222427,100.0,100,50,0,0
15.0,35.17314310501341,100.0,100,50,0,0
15.0,32.112268144223286,100.0,100,50,0,0
15.0,30.0,100.0,100,50,0,0
15.0,30.0,99.66237043906193,100,50,0,0
15.0,30.0,99.39101062244103,100,50,0,0
15.0,30.0,98.08826075616425,100,50,0,0
15.0,30.0,96.04717923562421,100,50,0,0
15.0,30.0,98.03586091153971,100,50,0,0
15.0,30.0,96.9054930808979,100,50,0,0
15.0,30.0,97.63934982526091,100,50,0,0
15.0,30.0,97.70871231654851,100,50,0,0
15.0,30.0,97.84112223822947,100,50,0,0
15.0,30.0,97.03437592604045,100,50,0,0
15.0,30.0,97.78458960547353,100,50,0,0
15.0,30.0,95.91008945722263,100,50,0,0
15.0,30.0,95.95163221274862,100,50,0,0
15.0,30.0,97.23705788080932,100,50,0,0
15.0,30.0,95.64094920215614,100,50,0,0
15.0,30.0,94.32576903800161,100,50,0,0
15.0,30.0,93.4828532120538,100,50,0,0
15.0,30.0,93.46690443586519,100,50,0,0
15.0,30.0,94.1353488232868,100,50,0,0
15.0,30.0,96.50634627780312,100,50,0,0
15.0,30.0,97.13859867332175,100,50,0,0
15.0,30.0,94.74134211980781,100,50,0,0
15.0,30.0,94.18399896111598,100,50,0,0
15.0,30.0,93.28593455535287,100,50,0,0
15.0,30.0,93.26242864015016,100,50,0,0
15.0,30.0,94.6002671131935,100,50,0,0
15.0,30.0,96.0414279675631,100,50,0,0
15.0,30.0,95.65063101488164,100,50,0,0
15.0,30.0,95.44951252157,100,50,0,0
15.0,30.0,95.56216526375476,100,50,0,0
15.0,30.0,96.06620272824301,100,50,0,0
15.0,30.0,96.85351932418395,100,50,0,0
15.0,30.0,95.30726018826886,100,50,0,0
15.0,30.0,95.83376321083271,100,50,0,0
15.0,30.0,94.87390354552386,100,50,0,0
15.0,30.0,94.9871906624465,100,50,0,0
15.0,30.0,94.66971389739716,100,50,0,0
15.0,30.0,95.03651091939089,100,50,0,0
15.0,30.0,95.50672673929553,100,50,0,0
15.0,30.0,95.23778570100778,100,50,0,0
15.0,30.0,94.02155592872586,100,50,0,0
15.0,30.0,93.72403788818873,100,50,0,0
15.0,30.0,92.91802963743496,100,50,0,0
22.740213723407727,69.01280269862079,67.50185073964266,50,50,100,0
20.179229713824782,75.24858198792322,68.6819963956803,50,50,100,0
17.763714055574123,80.85411652659191,69.23509424249853,50,50,100,0
15.397292001799817,86.68014522015807,69.648856631493,50,50,100,0
15.0,90.0,69.91888027653094,50,50,100,0
15.0,90.0,70.62379758885433,50,50,100,0
15.0,90.0,71.84120075881422,50,50,100,0
15.0,90.0,70.96523903339097,50,50,100,0
15.0,90.0,71.09727669021261,50,50,100,0
15.0,90.0,69.91368235468875,50,50,100,0
15.0,90.0,69.76701845218264,50,50,100,0
15.0,90.0,69.38445014868135,50,50,100,0
15.0,90.0,69.1154173122771,50,50,100,0
15.0,90.0,69.6861417644659,50,50,100,0
15.0,90.0,70.51004330826012,50,50,100,0
15.0,90.0,70.638811156446,50,50,100,0
15.0,90.0,70.42679050395816,50,50,100,0
15.0,90.0,72.27733192759285,50,50,100,0
15.0,90.0,70.12325385828224,50,50,100,0
15.0,90.0,69.18633285313493,50,50,100,0
15.0,90.0,69.3593906499234,50,50,100,0
15.0,90.0,68.95482734950247,50,50,100,0
15.0,90.0,67.84422953510527,50,50,100,0
15.0,90.0,67.37338784990071,50,50,100,0
15.0,90.0,66.97016094927973,50,50,100,0
15.0,90.0,67.4044649931428,50,50,100,0
15.0,90.0,67.54840343657551,50,50,100,0
15.0,90.0,66.787415072493,50,50,100,0
15.0,90.0,67.69456423889488,50,50,100,0
15.0,90.0,68.09836094185529,50,50,100,0
15.0,90.0,67.20563079547861,50,50,100,0
15.0,90.0,65.7227925150526,50,50,100,0
15.0,90.0,66.10260750688659,50,50,100,0
15.0,90.0,67.07344733595185,50,50,100,0
15.0,90.0,66.66459712944847,50,50,100,0
15.0,90.0,66.4770962788837,50,50,100,0
15.0,90.0,66.36172235956771,50,50,100,0
15.0,90.0,66.78522098987571,50,50,100,0
15.0,90.0,65.98942459630443,50,50,100,0
15.0,90.0,67.05554584108292,50,50,100,0
15.0,90.0,68.27571566855505,50,50,100,0
15.0,90.0,69.23605391541055,50,50,100,0
15.0,90.0,68.52911094600107,50,50,100,0
15.0,90.0,67.69880139656578,50,50,100,0
15.0,90.0,69.41386351216444,50,50,100,0
15.0,90.0,68.12842711372527,50,50,100,0
15.0,90.0,67.19800135290977,50,50,100,0
15.0,90.0,67.38237707691727,50,50,100,0
